Country,iso3,Region,Category,Indicator,2005,2008,2009,2010,2011,2012,2013
Chile,CHL,Americas,Demographics,Population growth (annual %),1.04,,0.97,0.95,0.93,0.90,
Chile,CHL,Americas,Demographics,Urban population (% of total),87.62,,88.41,88.68,88.94,89.35,
Chile,CHL,Americas,Development,Human Development Index,0.79,,0.81,0.81,0.81,0.82,
Chile,CHL,Americas,Development,"Literacy rate, adult female (% of females ages 15 and above)",,,98.70,98.49,,,
Chile,CHL,Americas,Development,"Literacy rate, adult male (% of males ages 15 and above)",,,98.60,98.61,,,
Chile,CHL,Americas,Development,"Literacy rate, adult total (% of people ages 15 and above)",,,98.65,98.55,,,
Chile,CHL,Americas,Economy,GDP (current US$),124404000000.00,,179627000000.00,171957000000.00,217556000000.00,269869000000.00,
Chile,CHL,Americas,Economy,GDP growth (annual %),5.56,,3.29,-1.04,5.76,5.56,
Chile,CHL,Americas,Economy,GDP per capita (current US$),7614.52,,10672.25,10120.04,12684.93,15452.17,
Chile,CHL,Americas,Finance,Commercial_deposit_accounts_2010,,,,,729.76,,
Chile,CHL,Americas,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,73.43,,
Chile,CHL,Americas,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,1293.17,,
Chile,CHL,Americas,Finance,MFI_deposit_accounts_2010,,,,,0.00,,
Chile,CHL,Americas,Finance,Remittances received (US$),,,,,,,
Chile,CHL,Americas,Finance,Number_of_MFIs_2011,,,,,,,
Chile,CHL,Americas,Finance,Number_of_active_MFI_borrowers_2011,,,,,,,
Chile,CHL,Americas,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,,,
Chile,CHL,Americas,Health,External resources for health (% of total expenditure on health),0.15,,0.07,0.03,0.01,0.01,
Chile,CHL,Americas,Health,Health expenditure per capita (current US$),497.32,,731.99,760.02,894.41,1103.36,
Chile,CHL,Americas,Health,"Health expenditure, private (% of GDP)",4.01,,3.81,3.88,3.67,3.69,
Chile,CHL,Americas,Health,"Health expenditure, public (% of GDP)",2.56,,3.02,3.57,3.40,3.49,
Chile,CHL,Americas,Health,Out-of-pocket health expenditure (% of private expenditure on health),66.14,,65.46,63.44,63.59,62.53,
Chile,CHL,Americas,Health,"Under-5 mortality rate (per 1,000)",9.20,,9.10,9.10,9.20,9.10,
Chile,CHL,Americas,Health,"Maternal mortality ratio (per 100,000 live births)",26.00,,,,24.00,,
Chile,CHL,Americas,Health,"Life expectancy at birth, female",81.24,,81.69,81.86,82.06,82.49,
Chile,CHL,Americas,Health,"Life expectancy at birth, male",75.19,,75.69,75.92,76.19,76.80,
Chile,CHL,Americas,Health,"Life expectancy at birth, total",78.14,,78.62,78.82,79.05,79.57,
Chile,CHL,Americas,Health,"Physicians (per 1,000 people)",,,,1.02,1.03,,
Chile,CHL,Americas,Index Coverage Indicators,Permanent cropland (% of land area),0.59,,0.61,0.61,0.61,,
Chile,CHL,Americas,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,,1.00,,
Chile,CHL,Americas,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,,3051.00,,
Chile,CHL,Americas,Microinsurance,Total microinsurance coverage,,,,,496000.00,,1226082.00
Chile,CHL,Americas,Microinsurance,Credit life coverage,,,,,0.00,,0.00
Chile,CHL,Americas,Microinsurance,Life coverage (excluding credit life),,,,,42000.00,,535082.00
Chile,CHL,Americas,Microinsurance,Life and accident coverage (excluding credit life),,,,,290000.00,,
Chile,CHL,Americas,Microinsurance,Health coverage,,,,,120000.00,,646690.00
Chile,CHL,Americas,Microinsurance,Accident coverage,,,,,290000.00,,992690.00
Chile,CHL,Americas,Microinsurance,Property coverage,,,,,86000.00,,360000.00
Chile,CHL,Americas,Microinsurance,Agriculture coverage,,,,,0.00,,0.00
Chile,CHL,Americas,Microinsurance,Total microinsurance coverage ratio,,,,,2.90,,6.96
Chile,CHL,Americas,Microinsurance,Credit life coverage ratio,,,,,0.00,,0.00
Chile,CHL,Americas,Microinsurance,Life coverage ratio (excluding credit life),,,,,0.25,,3.04
Chile,CHL,Americas,Microinsurance,Life and accident coverage ratio (excluding credit life),,,,,,,
Chile,CHL,Americas,Microinsurance,Health coverage ratio,,,,,0.70,,3.67
Chile,CHL,Americas,Microinsurance,Accident coverage ratio,,,,,1.69,,5.63
Chile,CHL,Americas,Microinsurance,Property coverage ratio,,,,,0.50,,2.04
Chile,CHL,Americas,Microinsurance,Agriculture coverage ratio,,,,,0.00,,0.00
Chile,CHL,Americas,Microinsurance,Total Gross Premium (USD),,,,,,,
Chile,CHL,Americas,Microinsurance,Microinsurance Gross Premium (USD),,,,,8904782.00,,61695844.00
Chile,CHL,Americas,Poverty,Income share held by lowest 20%,,,,4.26,,,
Chile,CHL,Americas,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),,,,2.72,,,
Chile,CHL,Americas,Poverty,Poverty headcount ratio at national poverty line (% of population),,,,15.10,,,
Chile,CHL,Americas,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),,,,12.90,,,
Chile,CHL,Americas,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),,,,15.50,,,
Chile,CHL,Americas,Poverty,GINI index,,,,52.06,,,
Chile,CHL,Americas,Poverty,"Life expectancy at birth, female",81.24,,81.69,81.86,82.06,82.49,
Chile,CHL,Americas,Poverty,"Life expectancy at birth, male",75.19,,75.69,75.92,76.19,76.80,
Chile,CHL,Americas,Poverty,"Life expectancy at birth, total",78.14,,78.62,78.82,79.05,79.57,
Chile,CHL,Americas,Poverty,"Physicians (per 1,000 people)",,,,1.02,1.03,,
China,CHN,Asia,Demographics,Population (Total),1303720000.00,,1324655000.00,1331260000.00,1337705000.00,1350695000.00,
China,CHN,Asia,Demographics,Population ages 15-64 (% of total),71.82,,73.22,73.42,73.51,73.34,
China,CHN,Asia,Demographics,Population density (people per sq. km of land area),139.77,,142.02,142.72,143.42,144.81,
China,CHN,Asia,Demographics,Population growth (annual %),0.59,,0.51,0.50,0.48,0.49,
China,CHN,Asia,Demographics,Urban population (% of total),42.52,,46.54,47.89,49.23,51.78,
China,CHN,Asia,Development,Human Development Index,0.64,,0.67,0.68,0.69,0.70,
China,CHN,Asia,Development,"Literacy rate, adult female (% of females ages 15 and above)",,,,,92.71,,
China,CHN,Asia,Development,"Literacy rate, adult male (% of males ages 15 and above)",,,,,97.48,,
China,CHN,Asia,Development,"Literacy rate, adult total (% of people ages 15 and above)",,,,,95.12,,
China,CHN,Asia,Economy,GDP (current US$),2256900000000.00,,4521830000000.00,4991260000000.00,5930530000000.00,8227100000000.00,
China,CHN,Asia,Economy,GDP growth (annual %),11.30,,9.60,9.20,10.40,7.80,
China,CHN,Asia,Economy,GDP per capita (current US$),1731.13,,3413.59,3749.27,4433.36,6091.01,
China,CHN,Asia,Finance,Commercial_deposit_accounts_2010,,,,,,,
China,CHN,Asia,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,
China,CHN,Asia,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,
China,CHN,Asia,Finance,MFI_deposit_accounts_2010,,,,,,,
China,CHN,Asia,Finance,Remittances received (US$),,,,,,,
China,CHN,Asia,Finance,Number_of_MFIs_2011,,,,,,,
China,CHN,Asia,Finance,Number_of_active_MFI_borrowers_2011,,,,,,,
China,CHN,Asia,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,,,
China,CHN,Asia,Health,External resources for health (% of total expenditure on health),0.19,,0.16,0.10,0.12,0.05,
China,CHN,Asia,Health,Health expenditure per capita (current US$),79.73,,154.93,188.98,215.82,321.69,
China,CHN,Asia,Health,"Health expenditure, private (% of GDP)",2.87,,2.32,2.44,2.27,2.38,
China,CHN,Asia,Health,"Health expenditure, public (% of GDP)",1.82,,2.31,2.70,2.70,3.03,
China,CHN,Asia,Health,Out-of-pocket health expenditure (% of private expenditure on health),85.26,,80.76,78.86,77.24,77.97,
China,CHN,Asia,Health,"Under-5 mortality rate (per 1,000)",23.90,,18.40,17.10,16.00,14.00,
China,CHN,Asia,Health,"Maternal mortality ratio (per 100,000 live births)",50.00,,,,36.00,,
China,CHN,Asia,Health,"Life expectancy at birth, female",75.34,,75.89,76.05,76.21,76.52,
China,CHN,Asia,Health,"Life expectancy at birth, male",72.83,,73.33,73.48,73.63,73.94,
China,CHN,Asia,Health,"Life expectancy at birth, total",74.05,,74.58,74.73,74.89,75.20,
China,CHN,Asia,Health,"Physicians (per 1,000 people)",1.56,,1.66,1.75,1.80,1.94,
China,CHN,Asia,Index Coverage Indicators,Permanent cropland (% of land area),1.34,,1.49,1.54,1.57,,
China,CHN,Asia,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,,,,
China,CHN,Asia,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,,,,
China,CHN,Asia,Microinsurance,Total microinsurance coverage,,,,,,11854000.00,
China,CHN,Asia,Microinsurance,Credit life coverage,,,,,,,
China,CHN,Asia,Microinsurance,Life coverage (excluding credit life),,,,,,0.00,
China,CHN,Asia,Microinsurance,Life and accident coverage (excluding credit life),,,,,,,
China,CHN,Asia,Microinsurance,Health coverage,,,,,,0.00,
China,CHN,Asia,Microinsurance,Accident coverage,,,,,,11854000.00,
China,CHN,Asia,Microinsurance,Property coverage,,,,,,0.00,
China,CHN,Asia,Microinsurance,Agriculture coverage,,,,,,0.00,
China,CHN,Asia,Microinsurance,Total microinsurance coverage ratio,,,,,,0.89,
China,CHN,Asia,Microinsurance,Credit life coverage ratio,,,,,,,
China,CHN,Asia,Microinsurance,Life coverage ratio (excluding credit life),,,,,,0.00,
China,CHN,Asia,Microinsurance,Life and accident coverage ratio (excluding credit life),,,,,,,
China,CHN,Asia,Microinsurance,Health coverage ratio,,,,,,0.00,
China,CHN,Asia,Microinsurance,Accident coverage ratio,,,,,,0.88,
China,CHN,Asia,Microinsurance,Property coverage ratio,,,,,,0.00,
China,CHN,Asia,Microinsurance,Agriculture coverage ratio,,,,,,0.00,
China,CHN,Asia,Microinsurance,Total Gross Premium (USD),,,,,,,
China,CHN,Asia,Microinsurance,Microinsurance Gross Premium (USD),,,,,,35.89,
China,CHN,Asia,Poverty,Income share held by lowest 20%,4.99,,4.78,4.67,,,
China,CHN,Asia,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),36.94,,29.79,27.21,,,
China,CHN,Asia,Poverty,Poverty headcount ratio at national poverty line (% of population),,,,,,,
China,CHN,Asia,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),,,,,,10.20,
China,CHN,Asia,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),,,,,,,
China,CHN,Asia,Poverty,GINI index,42.48,,42.63,42.06,,,
China,CHN,Asia,Poverty,"Life expectancy at birth, female",75.34,,75.89,76.05,76.21,76.52,
China,CHN,Asia,Poverty,"Life expectancy at birth, male",72.83,,73.33,73.48,73.63,73.94,
China,CHN,Asia,Poverty,"Life expectancy at birth, total",74.05,,74.58,74.73,74.89,75.20,
China,CHN,Asia,Poverty,"Physicians (per 1,000 people)",1.56,,1.66,1.75,1.80,1.94,
Colombia,COL,Americas,Demographics,Population (Total),43184026.00,,45153037.00,45802561.00,46444798.00,47704427.00,48321405.00
Colombia,COL,Americas,Demographics,Population ages 15-64 (% of total),64.15,,65.10,65.38,65.62,66.01,
Colombia,COL,Americas,Demographics,Population density (people per sq. km of land area),38.92,,40.70,41.28,41.86,43.00,
Colombia,COL,Americas,Demographics,Population growth (annual %),1.53,,1.46,1.43,1.39,1.32,
Colombia,COL,Americas,Demographics,Urban population (% of total),73.58,,74.44,74.73,75.02,75.57,
Colombia,COL,Americas,Development,Human Development Index,0.68,,0.70,0.71,0.71,0.72,
Colombia,COL,Americas,Development,"Literacy rate, adult female (% of females ages 15 and above)",92.91,,93.44,93.42,93.49,,
Colombia,COL,Americas,Development,"Literacy rate, adult male (% of males ages 15 and above)",92.78,,93.32,93.06,93.25,,
Colombia,COL,Americas,Development,"Literacy rate, adult total (% of people ages 15 and above)",92.85,,93.38,93.24,93.37,,
Colombia,COL,Americas,Economy,GDP (current US$),146520000000.00,,244057000000.00,234360000000.00,287001000000.00,369606000000.00,
Colombia,COL,Americas,Economy,GDP growth (annual %),4.71,,3.55,1.65,3.97,4.21,
Colombia,COL,Americas,Economy,GDP per capita (current US$),3392.92,,5405.10,5116.75,6179.40,7747.84,
Colombia,COL,Americas,Finance,Commercial_deposit_accounts_2010,,,,,1267.44,,
Colombia,COL,Americas,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,27.34,,
Colombia,COL,Americas,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,0.00,,
Colombia,COL,Americas,Finance,MFI_deposit_accounts_2010,,,,,0.00,,
Colombia,COL,Americas,Finance,Remittances received (US$),,,,,,,
Colombia,COL,Americas,Finance,Number_of_MFIs_2011,,,,,,,
Colombia,COL,Americas,Finance,Number_of_active_MFI_borrowers_2011,,,,,,,
Colombia,COL,Americas,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,,,
Colombia,COL,Americas,Health,External resources for health (% of total expenditure on health),1.11,,0.07,0.05,0.07,0.56,
Colombia,COL,Americas,Health,Health expenditure per capita (current US$),197.39,,357.71,357.98,417.60,529.82,
Colombia,COL,Americas,Health,"Health expenditure, private (% of GDP)",1.50,,1.92,1.86,1.78,1.66,
Colombia,COL,Americas,Health,"Health expenditure, public (% of GDP)",4.32,,4.70,5.15,4.98,5.18,
Colombia,COL,Americas,Health,Out-of-pocket health expenditure (% of private expenditure on health),65.94,,73.69,70.22,67.37,60.94,
Colombia,COL,Americas,Health,"Under-5 mortality rate (per 1,000)",21.70,,19.90,19.30,18.70,17.60,
Colombia,COL,Americas,Health,"Maternal mortality ratio (per 100,000 live births)",97.00,,,,85.00,,
Colombia,COL,Americas,Health,"Life expectancy at birth, female",76.04,,76.72,76.94,77.14,77.53,
Colombia,COL,Americas,Health,"Life expectancy at birth, male",68.67,,69.35,69.56,69.78,70.20,
Colombia,COL,Americas,Health,"Life expectancy at birth, total",72.26,,72.94,73.16,73.37,73.78,
Colombia,COL,Americas,Health,"Physicians (per 1,000 people)",1.39,,1.43,,0.15,,
Colombia,COL,Americas,Index Coverage Indicators,Permanent cropland (% of land area),1.43,,1.47,1.42,1.43,,
Colombia,COL,Americas,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,,4.00,,
Colombia,COL,Americas,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,,14482.00,,
Colombia,COL,Americas,Microinsurance,Total microinsurance coverage,2559000.00,,,,7976751.00,,7068860.00
Colombia,COL,Americas,Microinsurance,Credit life coverage,42000.00,,,,968827.00,,957461.00
Colombia,COL,Americas,Microinsurance,Life coverage (excluding credit life),2517000.00,,,,4190985.00,,4367280.00
Colombia,COL,Americas,Microinsurance,Life and accident coverage (excluding credit life),2517000.00,,,,6672568.00,,
Colombia,COL,Americas,Microinsurance,Health coverage,0.00,,,,118405.00,,313776.00
Colombia,COL,Americas,Microinsurance,Accident coverage,0.00,,,,2482583.00,,1552694.00
Colombia,COL,Americas,Microinsurance,Property coverage,0.00,,,,215951.00,,417891.00
Colombia,COL,Americas,Microinsurance,Agriculture coverage,,,,,0.00,,0.00
Colombia,COL,Americas,Microinsurance,Total microinsurance coverage ratio,5.95,,,,17.23,,14.63
Colombia,COL,Americas,Microinsurance,Credit life coverage ratio,0.10,,,,2.09,,1.98
Colombia,COL,Americas,Microinsurance,Life coverage ratio (excluding credit life),5.85,,,,9.05,,9.04
Colombia,COL,Americas,Microinsurance,Life and accident coverage ratio (excluding credit life),5.85,,,,,,
Colombia,COL,Americas,Microinsurance,Health coverage ratio,0.00,,,,0.26,,0.65
Colombia,COL,Americas,Microinsurance,Accident coverage ratio,0.00,,,,5.36,,3.21
Colombia,COL,Americas,Microinsurance,Property coverage ratio,0.00,,,,0.47,,0.86
Colombia,COL,Americas,Microinsurance,Agriculture coverage ratio,,,,,0.00,,0.00
Colombia,COL,Americas,Microinsurance,Total Gross Premium (USD),,,,,,,
Colombia,COL,Americas,Microinsurance,Microinsurance Gross Premium (USD),18598287.00,,,,128842554.00,,114702730.00
Colombia,COL,Americas,Poverty,Income share held by lowest 20%,2.79,,2.52,2.73,3.00,,
Colombia,COL,Americas,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),23.54,,20.89,18.46,15.82,,
Colombia,COL,Americas,Poverty,Poverty headcount ratio at national poverty line (% of population),45.00,,42.00,40.30,37.20,32.70,
Colombia,COL,Americas,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),56.40,,56.70,53.70,49.70,46.80,
Colombia,COL,Americas,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),41.10,,37.40,36.00,33.30,28.40,
Colombia,COL,Americas,Poverty,GINI index,56.12,,57.23,56.67,55.91,,
Colombia,COL,Americas,Poverty,"Life expectancy at birth, female",76.04,,76.72,76.94,77.14,77.53,
Colombia,COL,Americas,Poverty,"Life expectancy at birth, male",68.67,,69.35,69.56,69.78,70.20,
Colombia,COL,Americas,Poverty,"Life expectancy at birth, total",72.26,,72.94,73.16,73.37,73.78,
Colombia,COL,Americas,Poverty,"Physicians (per 1,000 people)",1.39,,1.43,,0.15,,
Comoros,COM,Africa,Demographics,Population (Total),600733.00,,649291.00,666097.00,683081.00,717503.00,
Comoros,COM,Africa,Demographics,Population ages 15-64 (% of total),55.47,,55.04,54.93,54.88,54.97,
Comoros,COM,Africa,Demographics,Population density (people per sq. km of land area),322.80,,348.89,357.92,367.05,385.55,
Comoros,COM,Africa,Demographics,Population growth (annual %),2.59,,2.58,2.56,2.52,2.44,
Comoros,COM,Africa,Demographics,Urban population (% of total),27.88,,27.93,27.95,27.97,28.17,
Comoros,COM,Africa,Development,Human Development Index,0.43,,0.42,0.43,0.43,0.43,
Comoros,COM,Africa,Development,"Literacy rate, adult female (% of females ages 15 and above)",,,,,,,
Comoros,COM,Africa,Development,"Literacy rate, adult male (% of males ages 15 and above)",,,,,,,
Comoros,COM,Africa,Development,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,
Comoros,COM,Africa,Economy,GDP (current US$),387036131.70,,530131963.40,535199686.00,543376206.10,595900353.50,
Comoros,COM,Africa,Economy,GDP growth (annual %),4.23,,0.97,1.81,2.05,2.96,
Comoros,COM,Africa,Economy,GDP per capita (current US$),644.27,,816.48,803.49,795.48,830.52,
Comoros,COM,Africa,Finance,Commercial_deposit_accounts_2010,,,,,,,
Comoros,COM,Africa,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,
Comoros,COM,Africa,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,
Comoros,COM,Africa,Finance,MFI_deposit_accounts_2010,,,,,,,
Comoros,COM,Africa,Finance,Remittances received (US$),,,,,,,
Comoros,COM,Africa,Finance,Number_of_MFIs_2011,,,,,,,
Comoros,COM,Africa,Finance,Number_of_active_MFI_borrowers_2011,,,,,,,
Comoros,COM,Africa,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,,,
Comoros,COM,Africa,Health,External resources for health (% of total expenditure on health),23.28,,7.92,11.45,23.46,26.90,
Comoros,COM,Africa,Health,Health expenditure per capita (current US$),27.61,,42.24,30.64,27.42,37.68,
Comoros,COM,Africa,Health,"Health expenditure, private (% of GDP)",2.05,,2.12,2.13,2.03,2.00,
Comoros,COM,Africa,Health,"Health expenditure, public (% of GDP)",2.23,,3.05,1.69,1.42,2.54,
Comoros,COM,Africa,Health,Out-of-pocket health expenditure (% of private expenditure on health),100.00,,100.00,100.00,100.00,100.00,
Comoros,COM,Africa,Health,"Under-5 mortality rate (per 1,000)",93.90,,87.20,85.00,82.60,77.60,
Comoros,COM,Africa,Health,"Maternal mortality ratio (per 100,000 live births)",430.00,,,,380.00,,
Comoros,COM,Africa,Health,"Life expectancy at birth, female",,,,,,62.07,
Comoros,COM,Africa,Health,"Life expectancy at birth, male",,,,,,59.28,
Comoros,COM,Africa,Health,"Life expectancy at birth, total",,,,,,60.64,
Comoros,COM,Africa,Health,"Physicians (per 1,000 people)",,,,,,,
Comoros,COM,Africa,Index Coverage Indicators,Permanent cropland (% of land area),28.48,,29.55,31.17,31.17,,
Comoros,COM,Africa,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,,0.00,,
Comoros,COM,Africa,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,,381.00,,
Comoros,COM,Africa,Microinsurance,Total microinsurance coverage,3600.00,9000.00,,,19428.00,,
Comoros,COM,Africa,Microinsurance,Credit life coverage,0.00,,,,0.00,,
Comoros,COM,Africa,Microinsurance,Life coverage (excluding credit life),0.00,,,,0.00,,
Comoros,COM,Africa,Microinsurance,Life and accident coverage (excluding credit life),0.00,0.00,,,0.00,,
Comoros,COM,Africa,Microinsurance,Health coverage,3600.00,9000.00,,,19428.00,,
Comoros,COM,Africa,Microinsurance,Accident coverage,0.00,,,,0.00,,
Comoros,COM,Africa,Microinsurance,Property coverage,0.00,0.00,,,0.00,,
Comoros,COM,Africa,Microinsurance,Agriculture coverage,,0.00,,,0.00,,
Comoros,COM,Africa,Microinsurance,Total microinsurance coverage ratio,0.56,1.30,,,2.60,,
Comoros,COM,Africa,Microinsurance,Credit life coverage ratio,0.00,,,,0.00,,
Comoros,COM,Africa,Microinsurance,Life coverage ratio (excluding credit life),0.00,,,,0.00,,
Comoros,COM,Africa,Microinsurance,Life and accident coverage ratio (excluding credit life),0.00,0.00,,,0.00,,
Comoros,COM,Africa,Microinsurance,Health coverage ratio,0.56,1.30,,,2.60,,
Comoros,COM,Africa,Microinsurance,Accident coverage ratio,0.00,,,,0.00,,
Comoros,COM,Africa,Microinsurance,Property coverage ratio,0.00,0.00,,,0.00,,
Comoros,COM,Africa,Microinsurance,Agriculture coverage ratio,,0.00,,,0.00,,
Comoros,COM,Africa,Microinsurance,Total Gross Premium (USD),,,,,,,
Comoros,COM,Africa,Microinsurance,Microinsurance Gross Premium (USD),,,,,,,
Comoros,COM,Africa,Poverty,Income share held by lowest 20%,,,,,2.55,,
Comoros,COM,Africa,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),,,,,,,
Comoros,COM,Africa,Poverty,Poverty headcount ratio at national poverty line (% of population),,,,,,,
Comoros,COM,Africa,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),,,,,,,
Comoros,COM,Africa,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),,,,,,,
Comoros,COM,Africa,Poverty,GINI index,,,,,,,
Comoros,COM,Africa,Poverty,"Life expectancy at birth, female",,,,,,62.07,
Comoros,COM,Africa,Poverty,"Life expectancy at birth, male",,,,,,59.28,
Comoros,COM,Africa,Poverty,"Life expectancy at birth, total",,,,,,60.64,
Comoros,COM,Africa,Poverty,"Physicians (per 1,000 people)",,,,,,,
Congo,COG,Africa,Demographics,Population (Total),3542867.00,,3876475.00,3995146.00,4111715.00,4337051.00,
Congo,COG,Africa,Demographics,Population ages 15-64 (% of total),54.28,,54.36,54.38,54.37,54.25,
Congo,COG,Africa,Demographics,Population density (people per sq. km of land area),10.37,,11.35,11.70,12.04,12.70,
Congo,COG,Africa,Demographics,Population growth (annual %),2.69,,3.08,3.02,2.88,2.61,
Congo,COG,Africa,Demographics,Urban population (% of total),60.99,,62.33,62.78,63.22,64.08,
Congo,COG,Africa,Development,Human Development Index,0.51,,0.52,0.52,0.53,0.53,
Congo,COG,Africa,Development,"Literacy rate, adult female (% of females ages 15 and above)",,,,,,,
Congo,COG,Africa,Development,"Literacy rate, adult male (% of males ages 15 and above)",,,,,,,
Congo,COG,Africa,Development,"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,
Congo,COG,Africa,Economy,GDP (current US$),6087002682.00,,11859015181.00,9593536719.00,12007880067.00,13677928884.00,
Congo,COG,Africa,Economy,GDP growth (annual %),7.76,,5.57,7.47,8.75,3.80,
Congo,COG,Africa,Economy,GDP per capita (current US$),1718.10,,3059.23,2401.30,2920.41,3153.74,
Congo,COG,Africa,Finance,Commercial_deposit_accounts_2010,,,,,,,
Congo,COG,Africa,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,
Congo,COG,Africa,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,
Congo,COG,Africa,Finance,MFI_deposit_accounts_2010,,,,,,,
Congo,COG,Africa,Finance,Remittances received (US$),,,,,,,
Congo,COG,Africa,Finance,Number_of_MFIs_2011,,,,,,,
Congo,COG,Africa,Finance,Number_of_active_MFI_borrowers_2011,,,,,,,
Congo,COG,Africa,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,,,
Congo,COG,Africa,Health,External resources for health (% of total expenditure on health),8.25,,6.04,9.08,4.64,7.73,
Congo,COG,Africa,Health,Health expenditure per capita (current US$),41.61,,63.79,54.40,66.96,99.79,
Congo,COG,Africa,Health,"Health expenditure, private (% of GDP)",0.99,,0.85,1.12,0.91,0.83,
Congo,COG,Africa,Health,"Health expenditure, public (% of GDP)",1.43,,1.24,1.14,1.39,2.34,
Congo,COG,Africa,Health,Out-of-pocket health expenditure (% of private expenditure on health),98.78,,97.96,96.87,94.22,96.02,
Congo,COG,Africa,Health,"Under-5 mortality rate (per 1,000)",113.30,,107.10,104.50,101.70,96.00,
Congo,COG,Africa,Health,"Maternal mortality ratio (per 100,000 live births)",530.00,,,,450.00,,
Congo,COG,Africa,Health,"Life expectancy at birth, female",55.20,,57.23,57.93,58.59,59.74,
Congo,COG,Africa,Health,"Life expectancy at birth, male",52.93,,54.70,55.30,55.89,56.92,
Congo,COG,Africa,Health,"Life expectancy at birth, total",54.03,,55.93,56.58,57.20,58.30,
Congo,COG,Africa,Health,"Physicians (per 1,000 people)",,,,,0.10,,
Congo,COG,Africa,Index Coverage Indicators,Permanent cropland (% of land area),0.15,,0.18,0.18,0.18,,
Congo,COG,Africa,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,,0.00,,
Congo,COG,Africa,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,,325.00,,
Congo,COG,Africa,Microinsurance,Total microinsurance coverage,11000.00,21146.00,,,31703.00,,
Congo,COG,Africa,Microinsurance,Credit life coverage,0.00,2599.00,,,0.00,,
Congo,COG,Africa,Microinsurance,Life coverage (excluding credit life),0.00,,,,31703.00,,
Congo,COG,Africa,Microinsurance,Life and accident coverage (excluding credit life),0.00,18698.00,,,31703.00,,
Congo,COG,Africa,Microinsurance,Health coverage,11000.00,18547.00,,,31703.00,,
Congo,COG,Africa,Microinsurance,Accident coverage,0.00,,,,0.00,,
Congo,COG,Africa,Microinsurance,Property coverage,0.00,0.00,,,0.00,,
Congo,COG,Africa,Microinsurance,Agriculture coverage,,0.00,,,0.00,,
Congo,COG,Africa,Microinsurance,Total microinsurance coverage ratio,0.31,0.60,,,0.78,,
Congo,COG,Africa,Microinsurance,Credit life coverage ratio,0.00,0.10,,,0.00,,
Congo,COG,Africa,Microinsurance,Life coverage ratio (excluding credit life),0.00,,,,0.80,,
Congo,COG,Africa,Microinsurance,Life and accident coverage ratio (excluding credit life),0.00,0.50,,,0.80,,
Congo,COG,Africa,Microinsurance,Health coverage ratio,0.31,0.50,,,0.80,,
Congo,COG,Africa,Microinsurance,Accident coverage ratio,0.00,,,,0.00,,
Congo,COG,Africa,Microinsurance,Property coverage ratio,0.00,0.00,,,0.00,,
Congo,COG,Africa,Microinsurance,Agriculture coverage ratio,,0.00,,,0.00,,
Congo,COG,Africa,Microinsurance,Total Gross Premium (USD),,,,,,,
Congo,COG,Africa,Microinsurance,Microinsurance Gross Premium (USD),,,,,,,
Congo,COG,Africa,Poverty,Income share held by lowest 20%,4.96,,,,,,
Congo,COG,Africa,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),74.40,,,,,,
