Country,iso3,Region,Category,Indicator,2005,2008,2009,2010,2011,2012,2013,2014,2015
Dominican Republic,DOM,Americas,Microinsurance,Total microinsurance coverage,525,,,,253760,,263646,,
Dominican Republic,DOM,Americas,Microinsurance,Credit life coverage,0,,,,49643,,100000,,
Dominican Republic,DOM,Americas,Microinsurance,Life coverage (excluding credit life),525,,,,123583,,244457,,
Dominican Republic,DOM,Americas,Microinsurance,Life and accident coverage (excluding credit life),525,,,,229981,,,,
Dominican Republic,DOM,Americas,Microinsurance,Health coverage,0,,,,64097,,189,,
Dominican Republic,DOM,Americas,Microinsurance,Accident coverage,0,,,,223939,,109742,,
Dominican Republic,DOM,Americas,Microinsurance,Property coverage,0,,,,28350,,42115,,
Dominican Republic,DOM,Americas,Microinsurance,Agriculture coverage,,,,,0,,0,,
Dominican Republic,DOM,Americas,Microinsurance,Total microinsurance coverage ratio,0.01,,,,2.56,,2.53,,
Dominican Republic,DOM,Americas,Microinsurance,Credit life coverage ratio,0,,,,0.5,,0.96,,
Dominican Republic,DOM,Americas,Microinsurance,Life coverage ratio (excluding credit life),0.01,,,,1.24,,2.35,,
Dominican Republic,DOM,Americas,Microinsurance,Life and accident coverage ratio (excluding credit life),0.01,,,,2.32,,,,
Dominican Republic,DOM,Americas,Microinsurance,Health coverage ratio,0,,,,0.65,,0,,
Dominican Republic,DOM,Americas,Microinsurance,Accident coverage ratio,0,,,,2.26,,1.05,,
Dominican Republic,DOM,Americas,Microinsurance,Property coverage ratio,0,,,,0.29,,0.4,,
Dominican Republic,DOM,Americas,Microinsurance,Agriculture coverage ratio,,,,,0,,0,,
Dominican Republic,DOM,Americas,Microinsurance,Total Gross Premium (USD),,,,,,,750699900,,
Dominican Republic,DOM,Americas,Microinsurance,Microinsurance Gross Premium (USD),30000,,,,2336774,,1404668,,
Dominican Republic,DOM,Americas,Poverty,Income share held by lowest 20%,3.82,4.5,4.49,4.67,,,,,
Dominican Republic,DOM,Americas,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),14.94,11.08,9.97,9.88,,,,,
Dominican Republic,DOM,Americas,Poverty,Poverty headcount ratio at national poverty line (% of population),47.8,44.2,42.1,41.6,40.4,40.9,,,
Dominican Republic,DOM,Americas,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),57,55.2,50.8,50.4,48.4,49.4,,,
Dominican Republic,DOM,Americas,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),42.8,38.8,37.9,37.3,36.5,36.8,,,
Dominican Republic,DOM,Americas,Poverty,GINI index,51.06,49,48.86,47.2,,,,,
Dominican Republic,DOM,Americas,Poverty,"Life expectancy at birth, female",74.91,75.57,75.8,76.02,76.25,76.47,,,
Dominican Republic,DOM,Americas,Poverty,"Life expectancy at birth, male",68.63,69.28,69.5,69.72,69.94,70.15,,,
Dominican Republic,DOM,Americas,Poverty,"Life expectancy at birth, total",71.69,72.35,72.57,72.79,73.01,73.23,,,
Dominican Republic,DOM,Americas,Poverty,"Physicians (per 1,000 people)",,,,,1.49,,,,
Ecuador,ECU,Americas,Demographics,Population (Total),13777131,14512402,14756424,15001072,15246481,15492264,15737878,,
Ecuador,ECU,Americas,Demographics,Population ages 15-64 (% of total),61.72,62.43,62.66,62.88,63.1,63.32,,,
Ecuador,ECU,Americas,Demographics,Population density (people per sq. km of land area),55.47,58.43,59.42,60.4,61.39,62.38,,,
Ecuador,ECU,Americas,Demographics,Population growth (annual %),1.82,1.7,1.67,1.64,1.62,1.6,,,
Ecuador,ECU,Americas,Demographics,Urban population (% of total),63.61,65.56,66.21,66.86,67.42,67.98,,,
Ecuador,ECU,Americas,Development,Human Development Index,0.68,0.72,0.72,0.72,0.72,0.72,,,
Ecuador,ECU,Americas,Development,"Literacy rate, adult female (% of females ages 15 and above)",,,81.45,90.47,90.22,,,,
Ecuador,ECU,Americas,Development,"Literacy rate, adult male (% of males ages 15 and above)",,,87.12,93.32,93.05,,,,
Ecuador,ECU,Americas,Development,"Literacy rate, adult total (% of people ages 15 and above)",,,84.21,91.85,91.59,,,,
Ecuador,ECU,Americas,Economy,GDP (current US$),41507085000,61762635000,62519686000,67513698000,76769729000,84039856000,,,
Ecuador,ECU,Americas,Economy,GDP growth (annual %),5.29,6.36,0.57,2.95,7.83,5.12,,,
Ecuador,ECU,Americas,Economy,GDP per capita (current US$),3012.75,4255.85,4236.78,4500.59,5035.24,5424.63,,,
Ecuador,ECU,Americas,Finance,Commercial_deposit_accounts_2010,,,,569.24,,,,,
Ecuador,ECU,Americas,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,372.06,,,,,
Ecuador,ECU,Americas,Finance,State_Financial_Institution_deposit_accounts_2010,,,,100.88,,,,,
Ecuador,ECU,Americas,Finance,MFI_deposit_accounts_2010,,,,0,,,,,
Ecuador,ECU,Americas,Finance,Remittances received (US$),,,,,2673,,,,
Ecuador,ECU,Americas,Finance,Number_of_MFIs_2011,,,,,44,,,,
Ecuador,ECU,Americas,Finance,Number_of_active_MFI_borrowers_2011,,,,,816170,,,,
Ecuador,ECU,Americas,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,2217140516,,,,
Ecuador,ECU,Americas,Health,External resources for health (% of total expenditure on health),0.53,0.85,0.65,1.49,0.34,0.36,,,
Ecuador,ECU,Americas,Health,Health expenditure per capita (current US$),190.2,268.4,302.19,335.34,361.99,361.17,,,
Ecuador,ECU,Americas,Health,"Health expenditure, private (% of GDP)",4.56,4.03,4.58,4.57,4.42,3.53,,,
Ecuador,ECU,Americas,Health,"Health expenditure, public (% of GDP)",1.75,2.28,2.55,2.66,2.5,2.87,,,
Ecuador,ECU,Americas,Health,Out-of-pocket health expenditure (% of private expenditure on health),95.89,96.78,86.18,86.21,86.53,93.16,,,
Ecuador,ECU,Americas,Health,"Under-5 mortality rate (per 1,000)",28.9,26.3,25.6,24.8,24.1,23.3,,,
Ecuador,ECU,Americas,Health,"Maternal mortality ratio (per 100,000 live births)",98,,,90,,,,,
Ecuador,ECU,Americas,Health,"Life expectancy at birth, female",77.67,78.2,78.41,78.64,78.89,79.15,,,
Ecuador,ECU,Americas,Health,"Life expectancy at birth, male",71.73,72.3,72.53,72.8,73.08,73.38,,,
Ecuador,ECU,Americas,Health,"Life expectancy at birth, total",74.63,75.18,75.4,75.65,75.92,76.19,,,
Ecuador,ECU,Americas,Health,"Physicians (per 1,000 people)",,,1.69,1.69,,,,,
Ecuador,ECU,Americas,Index Coverage Indicators,Permanent cropland (% of land area),4.89,5.09,5.43,5.6,5.55,,,,
Ecuador,ECU,Americas,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,1,,,,,
Ecuador,ECU,Americas,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,3769,,,,,
Ecuador,ECU,Americas,Microinsurance,Total microinsurance coverage,551422,,,,2637315,,1911086,,
Ecuador,ECU,Americas,Microinsurance,Credit life coverage,550000,,,,1235541,,1191656,,
Ecuador,ECU,Americas,Microinsurance,Life coverage (excluding credit life),0,,,,2254000,,1471394,,
Ecuador,ECU,Americas,Microinsurance,Life and accident coverage (excluding credit life),0,,,,2385559,,,,
Ecuador,ECU,Americas,Microinsurance,Health coverage,1422,,,,1574015,,1435580,,
Ecuador,ECU,Americas,Microinsurance,Accident coverage,0,,,,526559,,1721936,,
Ecuador,ECU,Americas,Microinsurance,Property coverage,0,,,,486200,,752350,,
Ecuador,ECU,Americas,Microinsurance,Agriculture coverage,,,,,0,,35000,,
Ecuador,ECU,Americas,Microinsurance,Total microinsurance coverage ratio,4.11,,,,18.23,,12.14,,
Ecuador,ECU,Americas,Microinsurance,Credit life coverage ratio,4.1,,,,8.54,,7.57,,
Ecuador,ECU,Americas,Microinsurance,Life coverage ratio (excluding credit life),0,,,,15.58,,9.35,,
Ecuador,ECU,Americas,Microinsurance,Life and accident coverage ratio (excluding credit life),0,,,,16.49,,,,
Ecuador,ECU,Americas,Microinsurance,Health coverage ratio,0.01,,,,10.88,,9.12,,
Ecuador,ECU,Americas,Microinsurance,Accident coverage ratio,0,,,,3.64,,10.94,,
Ecuador,ECU,Americas,Microinsurance,Property coverage ratio,0,,,,3.36,,4.78,,
Ecuador,ECU,Americas,Microinsurance,Agriculture coverage ratio,,,,,0,,0.22,,
Ecuador,ECU,Americas,Microinsurance,Total Gross Premium (USD),,,,,,,"1,659,000,000.00",,
Ecuador,ECU,Americas,Microinsurance,Microinsurance Gross Premium (USD),1188552,,,,52622074,,51408498,,
Ecuador,ECU,Americas,Poverty,Income share held by lowest 20%,3.09,3.74,3.88,4.29,,,,,
Ecuador,ECU,Americas,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),18.52,13.02,13.49,10.59,,,,,
Ecuador,ECU,Americas,Poverty,Poverty headcount ratio at national poverty line (% of population),42.2,35.1,36,32.8,28.6,27.3,,,
Ecuador,ECU,Americas,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),64.3,59.7,57.5,53,50.9,49.1,,,
Ecuador,ECU,Americas,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),31,22.6,25,22.5,17.4,16.1,,,
Ecuador,ECU,Americas,Poverty,GINI index,54.14,50.62,49.43,49.26,,,,,
Ecuador,ECU,Americas,Poverty,"Life expectancy at birth, female",77.67,78.2,78.41,78.64,78.89,79.15,,,
Ecuador,ECU,Americas,Poverty,"Life expectancy at birth, male",71.73,72.3,72.53,72.8,73.08,73.38,,,
Ecuador,ECU,Americas,Poverty,"Life expectancy at birth, total",74.63,75.18,75.4,75.65,75.92,76.19,,,
Ecuador,ECU,Americas,Poverty,"Physicians (per 1,000 people)",,,1.69,1.69,,,,,
Egypt,EGY,Africa,Demographics,Population (Total),71777678,75491922,76775023,78075705,79392466,80721874,,83386739,
Egypt,EGY,Africa,Demographics,Population ages 15-64 (% of total),62.03,62.78,62.9,62.99,63.06,63.11,,,
Egypt,EGY,Africa,Demographics,Population density (people per sq. km of land area),72.11,75.84,77.13,78.43,79.76,81.09,,,
Egypt,EGY,Africa,Demographics,Population growth (annual %),1.67,1.69,1.69,1.68,1.67,1.66,,,
Egypt,EGY,Africa,Demographics,Urban population (% of total),43.03,43.24,43.31,43.38,43.54,43.7,,,
Egypt,EGY,Africa,Development,Human Development Index,0.63,0.65,0.65,0.66,0.66,0.66,,,
Egypt,EGY,Africa,Development,"Literacy rate, adult female (% of females ages 15 and above)",59.36,,,63.52,,65.76,,,
Egypt,EGY,Africa,Development,"Literacy rate, adult male (% of males ages 15 and above)",83.02,,,80.27,,81.68,,,
Egypt,EGY,Africa,Development,"Literacy rate, adult total (% of people ages 15 and above)",71.41,,,72.05,,73.87,,,
Egypt,EGY,Africa,Economy,GDP (current US$),89685724889,1.63E+11,1.89E+11,2.19E+11,2.36E+11,2.63E+11,,2.87E+11,
Egypt,EGY,Africa,Economy,GDP growth (annual %),4.47,7.16,4.69,5.15,1.76,2.21,,,
Egypt,EGY,Africa,Economy,GDP per capita (current US$),1249.49,2156.76,2461.53,2803.53,2972.58,3256.02,,,
Egypt,EGY,Africa,Finance,Commercial_deposit_accounts_2010,,,,,,,,,
Egypt,EGY,Africa,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,,,
Egypt,EGY,Africa,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,,,
Egypt,EGY,Africa,Finance,MFI_deposit_accounts_2010,,,,,,,,,
Egypt,EGY,Africa,Finance,Remittances received (US$),,,,,3637,,,,
Egypt,EGY,Africa,Finance,Number_of_MFIs_2011,,,,,0,,,,
Egypt,EGY,Africa,Finance,Number_of_active_MFI_borrowers_2011,,,,,0,,,,
Egypt,EGY,Africa,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,0,,,,
Egypt,EGY,Africa,Health,External resources for health (% of total expenditure on health),1.33,1.44,1.46,0.6,0.53,0.4,,,
Egypt,EGY,Africa,Health,Health expenditure per capita (current US$),64.4,101.24,117.55,125.75,137.14,151.63,,,
Egypt,EGY,Africa,Health,"Health expenditure, private (% of GDP)",3.12,2.78,2.92,2.88,2.9,3.05,,,
Egypt,EGY,Africa,Health,"Health expenditure, public (% of GDP)",2.01,2.03,2.06,1.87,1.99,1.95,,,
Egypt,EGY,Africa,Health,Out-of-pocket health expenditure (% of private expenditure on health),98.37,97.7,97.72,97.72,97.72,97.72,,,
Egypt,EGY,Africa,Health,"Under-5 mortality rate (per 1,000)",31.2,25.6,24.2,23,22,21,,,
Egypt,EGY,Africa,Health,"Maternal mortality ratio (per 100,000 live births)",62,,,50,,,,,
Egypt,EGY,Africa,Health,"Life expectancy at birth, female",71.84,72.4,72.62,72.85,73.09,73.33,,,
Egypt,EGY,Africa,Health,"Life expectancy at birth, male",67.14,67.74,67.95,68.16,68.38,68.6,,,
Egypt,EGY,Africa,Health,"Life expectancy at birth, total",69.43,70.01,70.23,70.45,70.68,70.91,,,
Egypt,EGY,Africa,Health,"Physicians (per 1,000 people)",2.43,,2.83,2.83,,,,,
Egypt,EGY,Africa,Index Coverage Indicators,Permanent cropland (% of land area),0.96,0.9,0.81,0.8,0.8,,,,
Egypt,EGY,Africa,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,0,,,,,
Egypt,EGY,Africa,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,5,,,,,
Egypt,EGY,Africa,Microinsurance,Total microinsurance coverage,0,142100,,,203327,,,270013,
Egypt,EGY,Africa,Microinsurance,Credit life coverage,0,142100,,,203327,,,267933,
Egypt,EGY,Africa,Microinsurance,Life coverage (excluding credit life),0,,,,187955,,,253836,
Egypt,EGY,Africa,Microinsurance,Life and accident coverage (excluding credit life),0,19000,,,368309,,,,
Egypt,EGY,Africa,Microinsurance,Health coverage,0,0,,,0,,,0,
Egypt,EGY,Africa,Microinsurance,Accident coverage,0,,,,180354,,,270013,
Egypt,EGY,Africa,Microinsurance,Property coverage,0,0,,,0,,,0,
Egypt,EGY,Africa,Microinsurance,Agriculture coverage,,0,,,0,,,0,
Egypt,EGY,Africa,Microinsurance,Total microinsurance coverage ratio,0,0.18,,,0.25,,,0.32,
Egypt,EGY,Africa,Microinsurance,Credit life coverage ratio,0,0.18,,,0.25,,,0.32,
Egypt,EGY,Africa,Microinsurance,Life coverage ratio (excluding credit life),0,,,,0.23,,,0.3,
Egypt,EGY,Africa,Microinsurance,Life and accident coverage ratio (excluding credit life),0,0.02,,,0.45,,,,
Egypt,EGY,Africa,Microinsurance,Health coverage ratio,0,0,,,0,,,0,
Egypt,EGY,Africa,Microinsurance,Accident coverage ratio,0,,,,0.22,,,0.32,
Egypt,EGY,Africa,Microinsurance,Property coverage ratio,0,0,,,0,,,0,
Egypt,EGY,Africa,Microinsurance,Agriculture coverage ratio,,0,,,0,,,0,
Egypt,EGY,Africa,Microinsurance,Total Gross Premium (USD),,,,,,,,"2,041,920,000.00",
Egypt,EGY,Africa,Microinsurance,Microinsurance Gross Premium (USD),,,,,,,,208282,
Egypt,EGY,Africa,Poverty,Income share held by lowest 20%,8.96,9.24,,,,,,,
Egypt,EGY,Africa,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),18.46,15.43,,,,,,,
Egypt,EGY,Africa,Poverty,Poverty headcount ratio at national poverty line (% of population),19.6,,21.6,,25.2,,,,
Egypt,EGY,Africa,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),26.8,,28.9,,32.3,,,,
Egypt,EGY,Africa,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),10.1,,11,,15.3,,,,
Egypt,EGY,Africa,Poverty,GINI index,32.14,30.77,,,,,,,
Egypt,EGY,Africa,Poverty,"Life expectancy at birth, female",71.84,72.4,72.62,72.85,73.09,73.33,,,
Egypt,EGY,Africa,Poverty,"Life expectancy at birth, male",67.14,67.74,67.95,68.16,68.38,68.6,,,
Egypt,EGY,Africa,Poverty,"Life expectancy at birth, total",69.43,70.01,70.23,70.45,70.68,70.91,,,
Egypt,EGY,Africa,Poverty,"Physicians (per 1,000 people)",2.43,,2.83,2.83,,,,,
El Salvador,SLV,Americas,Demographics,Population (Total),6072538,6151776,6183484,6218195,6256242,6297394,6340454,,
El Salvador,SLV,Americas,Demographics,Population ages 15-64 (% of total),58.12,59.8,60.42,61.04,61.68,62.32,,,
El Salvador,SLV,Americas,Demographics,Population density (people per sq. km of land area),293.08,296.9,298.43,300.11,301.94,303.93,,,
El Salvador,SLV,Americas,Demographics,Population growth (annual %),0.37,0.47,0.51,0.56,0.61,0.66,,,
El Salvador,SLV,Americas,Demographics,Urban population (% of total),61.65,63.23,63.75,64.28,64.76,65.25,,,
El Salvador,SLV,Americas,Development,Human Development Index,0.66,0.67,0.67,0.68,0.68,0.68,,,
El Salvador,SLV,Americas,Development,"Literacy rate, adult female (% of females ages 15 and above)",,81.36,81.82,82.31,,,,,
El Salvador,SLV,Americas,Development,"Literacy rate, adult male (% of males ages 15 and above)",,87.05,86.83,87.1,,,,,
El Salvador,SLV,Americas,Development,"Literacy rate, adult total (% of people ages 15 and above)",,83.95,84.1,84.49,,,,,
El Salvador,SLV,Americas,Economy,GDP (current US$),17093800000,21431000000,20661000000,21418300000,23139000000,23864400000,,,
El Salvador,SLV,Americas,Economy,GDP growth (annual %),3.56,1.27,-3.13,1.36,2.22,1.93,,,
El Salvador,SLV,Americas,Economy,GDP per capita (current US$),2814.94,3483.71,3341.32,3444.46,3698.55,3789.57,,,
El Salvador,SLV,Americas,Finance,Commercial_deposit_accounts_2010,,,,825,,,,,
El Salvador,SLV,Americas,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,23.35,,,,,
El Salvador,SLV,Americas,Finance,State_Financial_Institution_deposit_accounts_2010,,,,0,,,,,
El Salvador,SLV,Americas,Finance,MFI_deposit_accounts_2010,,,,0.36,,,,,
El Salvador,SLV,Americas,Finance,Remittances received (US$),,,,,3650,,,,
El Salvador,SLV,Americas,Finance,Number_of_MFIs_2011,,,,,13,,,,
El Salvador,SLV,Americas,Finance,Number_of_active_MFI_borrowers_2011,,,,,124753,,,,
El Salvador,SLV,Americas,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,368721258,,,,
El Salvador,SLV,Americas,Health,External resources for health (% of total expenditure on health),2.86,3.02,7.45,1.9,5.46,1.44,,,
El Salvador,SLV,Americas,Health,Health expenditure per capita (current US$),202.4,216.45,228.26,238.1,251.8,253.53,,,
El Salvador,SLV,Americas,Health,"Health expenditure, private (% of GDP)",3.38,2.51,2.7,2.62,2.48,2.5,,,
El Salvador,SLV,Americas,Health,"Health expenditure, public (% of GDP)",3.81,3.71,4.13,4.29,4.34,4.22,,,
El Salvador,SLV,Americas,Health,Out-of-pocket health expenditure (% of private expenditure on health),91.68,88.77,87.94,88.58,88.04,87.08,,,
El Salvador,SLV,Americas,Health,"Under-5 mortality rate (per 1,000)",23.1,19.1,18.1,17.3,16.5,15.9,,,
El Salvador,SLV,Americas,Health,"Maternal mortality ratio (per 100,000 live births)",72,,,71,,,,,
El Salvador,SLV,Americas,Health,"Life expectancy at birth, female",75.4,76.01,76.23,76.45,76.67,76.89,,,
El Salvador,SLV,Americas,Health,"Life expectancy at birth, male",65.92,66.58,66.81,67.05,67.3,67.55,,,
El Salvador,SLV,Americas,Health,"Life expectancy at birth, total",70.55,71.18,71.4,71.63,71.87,72.1,,,
El Salvador,SLV,Americas,Health,"Physicians (per 1,000 people)",,1.6,,1.6,,,,,
El Salvador,SLV,Americas,Index Coverage Indicators,Permanent cropland (% of land area),10.96,11.1,11.1,11.1,11.1,,,,
El Salvador,SLV,Americas,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,7,,,,,
El Salvador,SLV,Americas,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,9436,,,,,
El Salvador,SLV,Americas,Microinsurance,Total microinsurance coverage,85989,,,,129377,,296428,,
El Salvador,SLV,Americas,Microinsurance,Credit life coverage,20989,,,,63513,,0,,
El Salvador,SLV,Americas,Microinsurance,Life coverage (excluding credit life),65000,,,,112114,,263970,,
El Salvador,SLV,Americas,Microinsurance,Life and accident coverage (excluding credit life),65000,,,,92592,,,,
El Salvador,SLV,Americas,Microinsurance,Health coverage,0,,,,12279,,84458,,
El Salvador,SLV,Americas,Microinsurance,Accident coverage,0,,,,78071,,106475,,
El Salvador,SLV,Americas,Microinsurance,Property coverage,0,,,,12103,,0,,
El Salvador,SLV,Americas,Microinsurance,Agriculture coverage,,,,,0,,0,,
El Salvador,SLV,Americas,Microinsurance,Total microinsurance coverage ratio,1.42,,,,2.09,,4.68,,
El Salvador,SLV,Americas,Microinsurance,Credit life coverage ratio,0.35,,,,1.03,,0,,
El Salvador,SLV,Americas,Microinsurance,Life coverage ratio (excluding credit life),1.07,,,,1.81,,4.16,,
El Salvador,SLV,Americas,Microinsurance,Life and accident coverage ratio (excluding credit life),1.07,,,,1.5,,,,
El Salvador,SLV,Americas,Microinsurance,Health coverage ratio,0,,,,0.2,,1.33,,
El Salvador,SLV,Americas,Microinsurance,Accident coverage ratio,0,,,,1.26,,1.68,,
El Salvador,SLV,Americas,Microinsurance,Property coverage ratio,0,,,,0.2,,0,,
El Salvador,SLV,Americas,Microinsurance,Agriculture coverage ratio,,,,,0,,0,,
El Salvador,SLV,Americas,Microinsurance,Total Gross Premium (USD),,,,,,,464300000,,
El Salvador,SLV,Americas,Microinsurance,Microinsurance Gross Premium (USD),496517,,,,1547632,,4328323,,
El Salvador,SLV,Americas,Poverty,Income share held by lowest 20%,3,4.51,3.71,,,,,,
El Salvador,SLV,Americas,Poverty,Poverty headcount ratio at $2 a day (PPP) (% of population),20.49,14.03,16.94,,,,,,
El Salvador,SLV,Americas,Poverty,Poverty headcount ratio at national poverty line (% of population),35.2,40,37.8,36.5,40.6,34.5,,,
El Salvador,SLV,Americas,Poverty,Poverty headcount ratio at rural poverty line (% of rural population),42.5,49,46.5,43.2,50.2,43.3,,,
El Salvador,SLV,Americas,Poverty,Poverty headcount ratio at urban poverty line (% of urban population),31.9,35.7,33.3,33,35.4,29.9,,,
El Salvador,SLV,Americas,Poverty,GINI index,50.33,46.75,48.33,,,,,,
El Salvador,SLV,Americas,Poverty,"Life expectancy at birth, female",75.4,76.01,76.23,76.45,76.67,76.89,,,
El Salvador,SLV,Americas,Poverty,"Life expectancy at birth, male",65.92,66.58,66.81,67.05,67.3,67.55,,,
El Salvador,SLV,Americas,Poverty,"Life expectancy at birth, total",70.55,71.18,71.4,71.63,71.87,72.1,,,
El Salvador,SLV,Americas,Poverty,"Physicians (per 1,000 people)",,1.6,,1.6,,,,,
Equatorial Guinea,GNQ,Africa,Demographics,Population (Total),603648,658025,676851,696167,715996,736296,,778061,
Equatorial Guinea,GNQ,Africa,Demographics,Population ages 15-64 (% of total),56.15,57.23,57.51,57.77,58.02,58.24,,,
Equatorial Guinea,GNQ,Africa,Demographics,Population density (people per sq. km of land area),21.52,23.46,24.13,24.82,25.53,26.25,,,
Equatorial Guinea,GNQ,Africa,Demographics,Population growth (annual %),2.97,2.84,2.82,2.81,2.81,2.8,,,
Equatorial Guinea,GNQ,Africa,Demographics,Urban population (% of total),38.88,39.15,39.24,39.34,39.51,39.69,,,
Equatorial Guinea,GNQ,Africa,Development,Human Development Index,0.52,0.54,0.55,0.55,0.55,0.55,,,
Equatorial Guinea,GNQ,Africa,Development,"Literacy rate, adult female (% of females ages 15 and above)",,,,,91.08,,,,
Equatorial Guinea,GNQ,Africa,Development,"Literacy rate, adult male (% of males ages 15 and above)",,,,,97.14,,,,
Equatorial Guinea,GNQ,Africa,Development,"Literacy rate, adult total (% of people ages 15 and above)",,,,,94.23,,,,
Equatorial Guinea,GNQ,Africa,Economy,GDP (current US$),8217368425,15470889665,10356293894,12261420852,16806886028,17697394251,,15529729677,
Equatorial Guinea,GNQ,Africa,Economy,GDP growth (annual %),9.75,-2.97,0.83,-1.7,4.95,2.5,,,
Equatorial Guinea,GNQ,Africa,Economy,GDP per capita (current US$),13612.85,23511.1,15300.7,17612.76,23473.44,24035.71,,,
Equatorial Guinea,GNQ,Africa,Finance,Commercial_deposit_accounts_2010,,,,,,,,,
Equatorial Guinea,GNQ,Africa,Finance,Coop_and_credit_union_deposit_accounts_2010,,,,,,,,,
Equatorial Guinea,GNQ,Africa,Finance,State_Financial_Institution_deposit_accounts_2010,,,,,,,,,
Equatorial Guinea,GNQ,Africa,Finance,MFI_deposit_accounts_2010,,,,,,,,,
Equatorial Guinea,GNQ,Africa,Finance,Remittances received (US$),,,,,77,,,,
Equatorial Guinea,GNQ,Africa,Finance,Number_of_MFIs_2011,,,,,0,,,,
Equatorial Guinea,GNQ,Africa,Finance,Number_of_active_MFI_borrowers_2011,,,,,0,,,,
Equatorial Guinea,GNQ,Africa,Finance,MFI_Gross_Loan_Portfolio_2011,,,,,0,,,,
Equatorial Guinea,GNQ,Africa,Health,External resources for health (% of total expenditure on health),3.02,1.87,2.68,2.34,2.07,1.05,,,
Equatorial Guinea,GNQ,Africa,Health,Health expenditure per capita (current US$),219.56,792.44,861.5,756.69,1051.14,1138.24,,,
Equatorial Guinea,GNQ,Africa,Health,"Health expenditure, private (% of GDP)",0.7,1.58,1.61,1.41,2.05,2.17,,,
Equatorial Guinea,GNQ,Africa,Health,"Health expenditure, public (% of GDP)",0.91,1.79,4.02,2.88,2.43,2.57,,,
Equatorial Guinea,GNQ,Africa,Health,Out-of-pocket health expenditure (% of private expenditure on health),87.45,93.42,93.54,92.65,94.93,95.2,,,
Equatorial Guinea,GNQ,Africa,Health,"Under-5 mortality rate (per 1,000)",124.8,114,110.6,107,103.6,100.3,,,
Equatorial Guinea,GNQ,Africa,Health,"Maternal mortality ratio (per 100,000 live births)",480,,,330,,,,,
Equatorial Guinea,GNQ,Africa,Health,"Life expectancy at birth, female",,,,,,,,,
Equatorial Guinea,GNQ,Africa,Health,"Life expectancy at birth, male",,,,,,,,,
Equatorial Guinea,GNQ,Africa,Health,"Life expectancy at birth, total",,,,,,,,,
Equatorial Guinea,GNQ,Africa,Health,"Physicians (per 1,000 people)",,,,,,,,,
Equatorial Guinea,GNQ,Africa,Index Coverage Indicators,Permanent cropland (% of land area),3.21,2.67,2.5,2.5,2.5,,,,
Equatorial Guinea,GNQ,Africa,Index Coverage Indicators,"Impact of natural disasters, number of deaths",,,,,,,,,
Equatorial Guinea,GNQ,Africa,Index Coverage Indicators,"Impact of natural disasters, population affected",,,,,,,,,
Equatorial Guinea,GNQ,Africa,Microinsurance,Total microinsurance coverage,0,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Credit life coverage,,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Life coverage (excluding credit life),0,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Life and accident coverage (excluding credit life),,,,,0,,,,
Equatorial Guinea,GNQ,Africa,Microinsurance,Health coverage,0,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Accident coverage,0,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Property coverage,0,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Agriculture coverage,,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Total microinsurance coverage ratio,,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Credit life coverage ratio,,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Life coverage ratio (excluding credit life),,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Life and accident coverage ratio (excluding credit life),,,,,0,,,,
Equatorial Guinea,GNQ,Africa,Microinsurance,Health coverage ratio,,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Accident coverage ratio,,,,,0,,,0,
Equatorial Guinea,GNQ,Africa,Microinsurance,Property coverage ratio,,,,,0,,,0,
